               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  57,            0.027187,           0.0056724,                   0,             0.80989,             0.87075,             0.84685,             0.38302,            0.039719,           0.0057479,                   0,           0.0057779,           0.0057779,            0.036278
                  58,            0.027545,           0.0059485,                   0,             0.90971,             0.89103,             0.92382,             0.49352,             0.03491,           0.0049134,                   0,           0.0058385,           0.0058385,            0.035138
                  59,              0.0269,            0.005815,                   0,             0.88741,             0.91156,             0.93464,             0.48823,            0.034809,            0.004745,                   0,           0.0058972,           0.0058972,            0.033997
                  60,            0.026223,           0.0054429,                   0,             0.89654,             0.88428,             0.90544,             0.45813,            0.036569,           0.0050308,                   0,            0.005954,            0.005954,            0.032854
                  61,            0.026725,           0.0058929,                   0,             0.92841,             0.88435,             0.90499,             0.46889,            0.035547,           0.0050392,                   0,            0.006009,            0.006009,            0.031709
                  62,            0.027054,           0.0055319,                   0,              0.8857,             0.84343,             0.86204,             0.38356,            0.040687,           0.0054473,                   0,           0.0060622,           0.0060622,            0.030562
                  63,            0.026458,           0.0059903,                   0,             0.81995,             0.83648,               0.828,              0.4008,            0.039686,            0.005897,                   0,           0.0061135,           0.0061135,            0.029413
                  64,            0.028025,           0.0060285,                   0,             0.89865,             0.90473,              0.9114,              0.4596,            0.037032,           0.0050393,                   0,           0.0061628,           0.0061628,            0.028263
                  65,            0.026938,           0.0055682,                   0,             0.93864,             0.93878,             0.94853,             0.49195,            0.035763,           0.0051091,                   0,           0.0062103,           0.0062103,             0.02711
                  66,            0.027531,            0.005988,                   0,             0.86708,             0.89116,             0.89974,             0.41299,            0.039294,           0.0053689,                   0,           0.0062559,           0.0062559,            0.025956
                  67,             0.02683,           0.0060519,                   0,              0.8456,             0.85691,             0.85167,             0.38361,            0.038906,           0.0057053,                   0,           0.0062996,           0.0062996,              0.0248
                  68,            0.026746,           0.0060566,                   0,             0.86318,             0.81633,             0.84116,             0.37237,            0.040929,           0.0056179,                   0,           0.0063413,           0.0063413,            0.023641
                  69,            0.027216,           0.0057874,                   0,             0.85496,             0.76188,             0.83478,             0.38296,            0.041003,           0.0057228,                   0,           0.0063812,           0.0063812,            0.022481
                  70,            0.026906,           0.0056767,                   0,             0.85611,             0.80952,             0.86857,               0.413,            0.039913,           0.0052868,                   0,           0.0064191,           0.0064191,            0.021319
                  71,            0.026599,           0.0058552,                   0,             0.92252,             0.89097,             0.92265,             0.46087,            0.036498,           0.0050668,                   0,            0.006455,            0.006455,            0.020155
                  72,              0.0274,           0.0063721,                   0,             0.89433,             0.80952,              0.8622,             0.40181,            0.040433,           0.0060244,                   0,            0.006489,            0.006489,            0.018989
                  73,            0.028329,           0.0059174,                   0,             0.83333,              0.8503,             0.89092,              0.4228,            0.039154,           0.0053121,                   0,           0.0065211,           0.0065211,            0.017821
                  74,            0.027119,           0.0059558,                   0,             0.85602,             0.85034,             0.85265,             0.40566,            0.038815,           0.0054829,                   0,           0.0065512,           0.0065512,            0.016651
                  75,            0.027413,           0.0064722,                   0,             0.90441,             0.83672,             0.87901,             0.40788,            0.039163,           0.0054763,                   0,           0.0065793,           0.0065793,            0.015479
                  76,            0.027701,            0.006179,                   0,             0.88805,             0.86342,             0.89131,             0.40896,            0.038503,           0.0053019,                   0,           0.0066055,           0.0066055,            0.014306
                  77,            0.027629,           0.0060114,                   0,             0.82178,             0.72789,             0.79958,             0.35998,             0.04021,           0.0059611,                   0,           0.0066297,           0.0066297,             0.01313
                  78,            0.028011,           0.0061495,                   0,             0.81991,             0.77551,             0.80801,             0.38634,            0.040915,           0.0058188,                   0,            0.006652,            0.006652,            0.011952
                  79,            0.028793,           0.0062694,                   0,             0.55736,             0.31696,              0.3333,             0.12713,            0.068581,            0.010846,                   0,           0.0066724,           0.0066724,            0.010772
                  80,            0.029478,           0.0067166,                   0,             0.84317,             0.76805,             0.78462,              0.3612,            0.041122,           0.0064882,                   0,           0.0066907,           0.0066907,           0.0095907
                  81,            0.029002,           0.0066535,                   0,             0.84664,             0.86379,              0.8768,             0.40363,             0.03911,           0.0054521,                   0,           0.0067072,           0.0067072,           0.0084072
                  82,            0.028749,           0.0063824,                   0,             0.76801,             0.72109,              0.7703,              0.3318,            0.041758,           0.0058521,                   0,           0.0067217,           0.0067217,           0.0072217
                  83,            0.028677,           0.0059644,                   0,             0.86128,             0.80272,             0.85684,             0.40149,            0.039074,           0.0051234,                   0,           0.0066874,           0.0066874,           0.0066874
                  84,            0.029483,           0.0066744,                   0,              0.6974,             0.56463,             0.59936,             0.26273,            0.047611,           0.0070542,                   0,           0.0066874,           0.0066874,           0.0066874
                  85,            0.029236,            0.006351,                   0,             0.88084,              0.7551,             0.85469,             0.38952,            0.039827,           0.0056912,                   0,           0.0066191,           0.0066191,           0.0066191
                  86,             0.02937,           0.0062789,                   0,             0.93283,             0.85026,             0.89948,             0.43303,            0.038384,           0.0054705,                   0,           0.0065505,           0.0065505,           0.0065505
                  87,            0.028842,           0.0066349,                   0,             0.85838,             0.87075,             0.85535,             0.43308,            0.036587,           0.0050491,                   0,           0.0064816,           0.0064816,           0.0064816
                  88,            0.027915,           0.0063535,                   0,             0.90387,             0.89796,             0.89748,             0.44857,            0.036158,           0.0050453,                   0,           0.0064125,           0.0064125,           0.0064125
                  89,            0.028122,           0.0062482,                   0,             0.87232,             0.88435,             0.88988,             0.40972,            0.037931,           0.0052318,                   0,           0.0063432,           0.0063432,           0.0063432
                  90,            0.028199,           0.0063253,                   0,              0.8958,             0.87755,             0.88502,             0.45065,            0.036728,           0.0051491,                   0,           0.0062737,           0.0062737,           0.0062737
                  91,            0.026922,           0.0059837,                   0,             0.89508,             0.87054,             0.90711,             0.44404,            0.036622,           0.0051594,                   0,            0.006204,            0.006204,            0.006204
                  92,            0.026862,           0.0058197,                   0,             0.87767,             0.82973,             0.87617,             0.43979,             0.03794,           0.0055097,                   0,           0.0061341,           0.0061341,           0.0061341
                  93,            0.027385,           0.0058262,                   0,             0.82638,             0.80948,             0.86102,             0.43146,            0.038186,           0.0054017,                   0,            0.006064,            0.006064,            0.006064
                  94,            0.027896,           0.0061072,                   0,             0.82151,             0.87755,             0.89203,             0.39425,             0.03803,            0.005275,                   0,           0.0059938,           0.0059938,           0.0059938
                  95,            0.027897,           0.0059689,                   0,             0.88888,             0.87071,             0.87614,             0.39411,            0.038608,           0.0053625,                   0,           0.0059235,           0.0059235,           0.0059235
                  96,            0.026374,           0.0059477,                   0,             0.82217,             0.75482,             0.80327,             0.34503,            0.041028,           0.0065149,                   0,           0.0058531,           0.0058531,           0.0058531
                  97,            0.025636,           0.0055893,                   0,             0.92881,             0.89116,             0.93401,             0.46642,             0.03486,           0.0050448,                   0,           0.0057826,           0.0057826,           0.0057826
                  98,            0.025462,           0.0059163,                   0,             0.87402,             0.89796,             0.92041,             0.45742,            0.036563,           0.0048154,                   0,            0.005712,            0.005712,            0.005712
                  99,            0.024766,           0.0058332,                   0,             0.84614,             0.89788,             0.89554,             0.47216,            0.035282,           0.0048053,                   0,           0.0056413,           0.0056413,           0.0056413
                 100,            0.025365,           0.0057135,                   0,              0.8389,             0.85015,             0.85693,             0.39267,             0.03801,           0.0054849,                   0,           0.0055707,           0.0055707,           0.0055707
                 101,            0.025486,           0.0057196,                   0,             0.88191,             0.86395,             0.88711,             0.45866,             0.03679,           0.0051306,                   0,              0.0055,              0.0055,              0.0055
                 102,             0.02524,             0.00543,                   0,             0.87049,             0.82306,             0.86503,             0.42543,            0.039234,           0.0052823,                   0,           0.0054293,           0.0054293,           0.0054293
                 103,            0.024838,           0.0055704,                   0,              0.8777,             0.82993,             0.87489,             0.41355,            0.039764,           0.0057766,                   0,           0.0053587,           0.0053587,           0.0053587
