               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.029955,           0.0065664,                   0,             0.88859,             0.87075,             0.88233,             0.43933,            0.037071,           0.0050346,                   0,           0.0039181,           0.0039181,            0.026018
                  65,            0.029625,           0.0063204,                   0,             0.90947,             0.89116,             0.89172,             0.46519,               0.035,           0.0047933,                   0,           0.0038859,           0.0038859,            0.024786
                  66,             0.02988,           0.0064219,                   0,             0.92084,             0.87075,             0.90123,             0.44288,            0.035472,           0.0049374,                   0,           0.0038512,           0.0038512,            0.023551
                  67,            0.028739,            0.006492,                   0,             0.90289,             0.82313,             0.88429,             0.43299,            0.037299,           0.0051822,                   0,           0.0038142,           0.0038142,            0.022314
                  68,            0.029783,           0.0064148,                   0,             0.87478,             0.90476,             0.90056,             0.44382,            0.035667,           0.0051582,                   0,           0.0037748,           0.0037748,            0.021075
                  69,            0.029148,           0.0060274,                   0,             0.90775,             0.87075,             0.88876,             0.46916,            0.035731,           0.0051363,                   0,           0.0037331,           0.0037331,            0.019833
                  70,            0.029937,            0.006024,                   0,               0.901,             0.80952,             0.86435,             0.42491,            0.038031,           0.0054629,                   0,           0.0036894,           0.0036894,            0.018589
                  71,             0.02888,           0.0063783,                   0,             0.87236,             0.88435,             0.89832,             0.47698,            0.035509,           0.0051621,                   0,           0.0036435,           0.0036435,            0.017344
                  72,            0.029029,           0.0061648,                   0,             0.87767,             0.82974,             0.83107,              0.3863,            0.038925,            0.006049,                   0,           0.0035957,           0.0035957,            0.016096
                  73,             0.02894,           0.0065188,                   0,             0.86713,             0.84353,             0.87506,             0.45167,            0.036195,           0.0049838,                   0,           0.0035461,           0.0035461,            0.014846
                  74,            0.027152,           0.0063626,                   0,             0.87586,             0.86394,             0.85835,              0.4295,            0.035099,           0.0049563,                   0,           0.0034947,           0.0034947,            0.013595
                  75,            0.027986,            0.006107,                   0,             0.89093,             0.89116,             0.89705,             0.44179,            0.036656,           0.0051093,                   0,           0.0034417,           0.0034417,            0.012342
                  76,            0.027438,           0.0061768,                   0,             0.94158,             0.87721,             0.93415,             0.48625,            0.034778,           0.0048937,                   0,           0.0033871,           0.0033871,            0.011087
                  77,            0.027979,           0.0062751,                   0,             0.89781,             0.89796,             0.90586,             0.45661,            0.034048,           0.0048715,                   0,           0.0033311,           0.0033311,           0.0098311
                  78,            0.027094,           0.0058691,                   0,             0.89725,             0.89104,             0.90247,             0.47324,            0.034348,           0.0051866,                   0,           0.0032738,           0.0032738,           0.0085738
                  79,            0.026424,           0.0058489,                   0,             0.86982,             0.86366,             0.88146,             0.41148,            0.036913,           0.0050865,                   0,           0.0032153,           0.0032153,           0.0073153
                  80,            0.025862,           0.0059387,                   0,             0.88651,             0.85022,             0.90133,             0.46673,            0.035996,           0.0050544,                   0,           0.0031558,           0.0031558,           0.0060557
                  81,            0.026264,           0.0059307,                   0,             0.92188,             0.88435,             0.90548,             0.46187,            0.035195,           0.0048708,                   0,           0.0030952,           0.0030952,           0.0047952
                  82,            0.026004,           0.0058507,                   0,             0.87832,             0.88435,             0.89781,             0.49007,            0.034366,           0.0049413,                   0,           0.0030339,           0.0030339,           0.0035339
                  83,            0.025876,           0.0060813,                   0,             0.91774,             0.91156,             0.92347,             0.52174,            0.032964,           0.0045699,                   0,           0.0029512,           0.0029512,           0.0029512
                  84,            0.025831,           0.0057389,                   0,             0.86885,             0.85714,             0.88829,             0.48865,            0.035307,           0.0049077,                   0,           0.0029512,           0.0029512,           0.0029512
                  85,            0.026507,           0.0058138,                   0,             0.85987,             0.87755,             0.89934,             0.48732,            0.034255,           0.0047484,                   0,            0.002855,            0.002855,            0.002855
                  86,            0.025662,           0.0058653,                   0,             0.88888,             0.87065,             0.90516,             0.48963,            0.033512,           0.0047311,                   0,           0.0027606,           0.0027606,           0.0027606
                  87,            0.025702,            0.005878,                   0,             0.90968,             0.89066,             0.91555,             0.47403,            0.035337,           0.0049311,                   0,           0.0026681,           0.0026681,           0.0026681
                  88,            0.025256,           0.0060613,                   0,             0.92253,             0.89105,             0.91014,             0.49785,            0.034119,           0.0047459,                   0,           0.0025775,           0.0025775,           0.0025775
                  89,            0.025217,           0.0055859,                   0,             0.90504,             0.84354,             0.89437,             0.45946,            0.036167,           0.0050606,                   0,           0.0024889,           0.0024889,           0.0024889
                  90,            0.024871,           0.0056915,                   0,             0.89833,             0.84354,             0.90291,             0.48895,            0.035201,           0.0049636,                   0,           0.0024024,           0.0024024,           0.0024024
                  91,             0.02492,           0.0055555,                   0,             0.88665,             0.90476,             0.92083,             0.50401,            0.034433,           0.0048663,                   0,            0.002318,            0.002318,            0.002318
                  92,             0.02392,            0.005942,                   0,             0.87499,              0.9047,             0.90203,             0.48442,            0.035028,           0.0048649,                   0,           0.0022358,           0.0022358,           0.0022358
                  93,             0.02335,           0.0059089,                   0,             0.91779,             0.91156,             0.91543,             0.49439,            0.035076,           0.0049334,                   0,           0.0021558,           0.0021558,           0.0021558
                  94,            0.023684,           0.0057225,                   0,             0.88079,             0.90469,             0.89827,             0.50264,            0.032958,           0.0046699,                   0,           0.0020782,           0.0020782,           0.0020782
                  95,            0.023263,            0.004928,                   0,             0.90462,             0.90476,             0.91663,               0.482,            0.034162,           0.0046348,                   0,           0.0020028,           0.0020028,           0.0020028
                  96,            0.023784,           0.0051697,                   0,             0.89331,             0.91135,             0.92751,             0.51263,            0.034252,           0.0046828,                   0,           0.0019299,           0.0019299,           0.0019299
                  97,            0.023323,           0.0052533,                   0,             0.90474,             0.90476,             0.92526,             0.52345,            0.032878,           0.0046711,                   0,           0.0018594,           0.0018594,           0.0018594
                  98,            0.022895,           0.0053524,                   0,             0.87399,             0.85034,             0.88928,             0.48095,            0.035976,           0.0050547,                   0,           0.0017914,           0.0017914,           0.0017914
                  99,            0.022401,           0.0054016,                   0,             0.88889,             0.92517,             0.92881,             0.50924,            0.034299,           0.0048784,                   0,            0.001726,            0.001726,            0.001726
                 100,            0.022214,           0.0054178,                   0,             0.89108,             0.89116,             0.91047,             0.49208,            0.034542,           0.0050231,                   0,           0.0016631,           0.0016631,           0.0016631
                 101,            0.021959,           0.0051585,                   0,             0.92752,             0.87057,             0.91656,             0.48613,            0.034545,            0.005253,                   0,           0.0016029,           0.0016029,           0.0016029
                 102,            0.021508,           0.0053017,                   0,             0.93333,             0.95231,              0.9441,             0.51614,             0.03252,           0.0046488,                   0,           0.0015453,           0.0015453,           0.0015453
                 103,            0.021767,           0.0054144,                   0,             0.90058,             0.92517,             0.92748,             0.52598,            0.032202,           0.0047278,                   0,           0.0014905,           0.0014905,           0.0014905
                 104,            0.022186,            0.005143,                   0,              0.9054,             0.91149,             0.90943,             0.49932,            0.033304,           0.0049744,                   0,           0.0014384,           0.0014384,           0.0014384
