               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.040307,           0.0086795,                   0,             0.43875,             0.41497,              0.3584,             0.11753,            0.060587,              0.0116,                   0,            0.007416,            0.007416,            0.007416
                  38,            0.039135,           0.0078894,                   0,             0.77133,              0.7619,             0.78271,             0.34161,            0.043506,           0.0056937,                   0,           0.0072872,           0.0072872,           0.0072872
                  39,            0.038989,           0.0074154,                   0,             0.82755,             0.72109,             0.75141,             0.34195,             0.04471,           0.0060094,                   0,           0.0071566,           0.0071566,           0.0071566
                  40,            0.039216,           0.0078783,                   0,             0.82239,             0.78912,             0.76609,             0.32801,            0.042015,           0.0055781,                   0,           0.0070243,           0.0070243,           0.0070243
                  41,            0.036136,           0.0081353,                   0,             0.80685,              0.7957,             0.81407,             0.39195,            0.040524,           0.0058147,                   0,           0.0068906,           0.0068906,           0.0068906
                  42,            0.036428,           0.0074348,                   0,             0.88031,             0.70048,             0.78023,             0.34783,            0.039513,           0.0060494,                   0,           0.0067555,           0.0067555,           0.0067555
                  43,            0.035048,           0.0076002,                   0,             0.84531,             0.85714,              0.8379,             0.39685,            0.039835,           0.0054791,                   0,           0.0066191,           0.0066191,           0.0066191
                  44,            0.037139,           0.0075869,                   0,             0.91635,             0.89796,             0.93237,             0.44517,            0.037433,           0.0050422,                   0,           0.0064816,           0.0064816,           0.0064816
                  45,            0.035117,           0.0073958,                   0,             0.84285,             0.80268,             0.84476,             0.40154,            0.039075,           0.0055323,                   0,           0.0063432,           0.0063432,           0.0063432
                  46,            0.035215,           0.0076348,                   0,             0.85088,             0.81633,             0.84404,             0.36277,            0.042637,           0.0055962,                   0,            0.006204,            0.006204,            0.006204
                  47,            0.035161,           0.0074089,                   0,              0.8433,             0.84354,             0.84657,             0.38302,            0.040149,            0.005541,                   0,            0.006064,            0.006064,            0.006064
                  48,            0.033929,           0.0072117,                   0,             0.73371,             0.76871,             0.73876,             0.32559,            0.044131,           0.0065334,                   0,           0.0059235,           0.0059235,           0.0059235
                  49,            0.033871,           0.0078012,                   0,             0.91666,             0.82307,             0.90398,             0.46701,            0.036389,           0.0048574,                   0,           0.0057826,           0.0057826,           0.0057826
                  50,            0.033251,            0.007221,                   0,             0.82631,             0.80952,             0.83314,             0.38746,            0.041359,           0.0059471,                   0,           0.0056413,           0.0056413,           0.0056413
                  51,            0.032336,           0.0073642,                   0,             0.88737,             0.91156,             0.90706,              0.4662,            0.035748,            0.004899,                   0,              0.0055,              0.0055,              0.0055
                  52,             0.03351,            0.006974,                   0,             0.88513,             0.89115,             0.87037,             0.44914,            0.036402,           0.0048664,                   0,           0.0053587,           0.0053587,           0.0053587
                  53,            0.031961,           0.0071101,                   0,             0.84498,             0.88996,             0.85538,             0.39834,             0.03874,           0.0053983,                   0,           0.0052174,           0.0052174,           0.0052174
                  54,            0.031419,           0.0071644,                   0,             0.90538,             0.91156,              0.9204,             0.49705,            0.034992,           0.0047391,                   0,           0.0050765,           0.0050765,           0.0050765
                  55,            0.032421,            0.007174,                   0,             0.87152,             0.87755,             0.90565,             0.47325,            0.035437,           0.0048041,                   0,            0.004936,            0.004936,            0.004936
                  56,            0.032221,           0.0073122,                   0,              0.8638,             0.86395,             0.89173,             0.45883,            0.036591,           0.0049481,                   0,            0.004796,            0.004796,            0.004796
                  57,            0.031552,           0.0067937,                   0,             0.89694,             0.82993,             0.89453,             0.43761,            0.038123,           0.0054498,                   0,           0.0046568,           0.0046568,           0.0046568
                  58,            0.031914,           0.0069532,                   0,             0.91254,             0.85714,             0.91009,             0.45984,            0.035227,           0.0049231,                   0,           0.0045184,           0.0045184,           0.0045184
                  59,            0.031587,           0.0067445,                   0,             0.85062,             0.89097,             0.89837,             0.44399,            0.036621,            0.005058,                   0,           0.0043809,           0.0043809,           0.0043809
                  60,            0.030226,           0.0068359,                   0,             0.87834,             0.88401,             0.90488,              0.4569,            0.035828,           0.0050142,                   0,           0.0042445,           0.0042445,           0.0042445
                  61,            0.030904,           0.0067233,                   0,             0.87332,             0.89109,             0.89814,             0.46637,            0.034758,           0.0048352,                   0,           0.0041094,           0.0041094,           0.0041094
                  62,            0.029803,           0.0066948,                   0,             0.90132,             0.93197,             0.94438,             0.47374,            0.034905,           0.0047636,                   0,           0.0039757,           0.0039757,           0.0039757
                  63,              0.0293,           0.0070883,                   0,              0.9047,             0.90476,             0.92766,             0.49699,            0.034481,           0.0046387,                   0,           0.0038434,           0.0038434,           0.0038434
